Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_040674	6453	Marmot norovirus strain HT16	Marmot norovirus strain HT16, complete genome.
NC_040706	3743	Passion fruit chlorotic mottle virus isolate CDS_MS_BR_2014	Passion fruit chlorotic mottle virus isolate CDS_MS_BR_2014, complete genome.
NC_040371	2188	Lynx canadensis faeces associated genomovirus CL1 148	Lynx canadensis faeces associated genomovirus CL1 148, complete genome.
NC_040715	6052	Akodon montensis polyomavirus isolate 1b	Akodon montensis polyomavirus isolate 1b, complete genome.
NC_040566	5234	Tupaia glis polyomavirus 1 isolate 4373 Thai 87	Tupaia glis polyomavirus 1 isolate 4373 Thai 87, complete genome.
NC_040821	5338	Glis glis polyomavirus 1 isolate 3327 ID3a	Glis glis polyomavirus 1 isolate 3327 ID3a, complete genome.
NC_040822	5018	Panthera leo polyomavirus 1 isolate 3884	Panthera leo polyomavirus 1 isolate 3884, complete genome.
NC_040634	4825	Potamochoerus porcus polyomavirus 1 isolate 9780 PI225	Potamochoerus porcus polyomavirus 1 isolate 9780 PI225, complete genome.
NC_040705	5034	Philantomba monticola polyomavirus 1 isolate 9781 GN365	Philantomba monticola polyomavirus 1 isolate 9781 GN365, complete genome.
NC_040565	6818	Alfalfa virus F isolate SM-1_C50	Alfalfa virus F isolate SM-1_C50, complete genome.
NC_040680	6001	Apple luteovirus 1 isolate PA8	Apple luteovirus 1 isolate PA8, complete genome.
NC_040630	7285	Blackberry virus A isolate Arkansas	Blackberry virus A isolate Arkansas, complete genome.
NC_040835	7188	Rana hepevirus strain agile forg/RD6/2015/HUN	Rana hepevirus strain agile forg/RD6/2015/HUN, complete genome.
NC_040638	5541	Trematomus bernacchii polyomavirus 1 isolate BIS330	Trematomus bernacchii polyomavirus 1 isolate BIS330, complete genome.
NC_040642	7456	Rhimavirus A	Rhimavirus A, complete genome.
NC_040649	6735	Sclerotinia sclerotiorum deltaflexivirus 2 isolate 228	Sclerotinia sclerotiorum deltaflexivirus 2 isolate 228, complete genome.
NC_040372	2309	Lynx canadensis faeces associated genomovirus CL1 48	Lynx canadensis faeces associated genomovirus CL1 48, complete genome.
NC_040359	3028	Alces alces faeces associated smacovirus MP78	Alces alces faeces associated smacovirus MP78, complete genome.
NC_040350	5497	Alces alces faeces associated microvirus MP10 5560	Alces alces faeces associated microvirus MP10 5560, complete genome.
NC_040342	5398	Alces alces faeces associated microvirus MP11 5517	Alces alces faeces associated microvirus MP11 5517, complete genome.
NC_040328	5360	Alces alces faeces associated microvirus MP12 5423	Alces alces faeces associated microvirus MP12 5423, complete genome.
NC_040374	5004	Alces alces faeces associated microvirus MP15 5067	Alces alces faeces associated microvirus MP15 5067, complete genome.
NC_040373	4892	Alces alces faeces associated microvirus MP18 4940	Alces alces faeces associated microvirus MP18 4940, complete genome.
NC_040349	4662	Alces alces faeces associated microvirus MP21 4718	Alces alces faeces associated microvirus MP21 4718, complete genome.
NC_040327	2826	Alces alces faeces associated circular virus MP65	Alces alces faeces associated circular virus MP65, complete genome.
NC_040375	6434	Alces alces faeces associated microvirus MP3 6497	Alces alces faeces associated microvirus MP3 6497, complete genome.
NC_040329	5312	Lynx canadensis associated microvirus CLP 9413	Lynx canadensis associated microvirus CLP 9413, complete genome.
NC_040708	2707	Yerba mate-associated circular DNA virus 1 isolate Obera	Yerba mate-associated circular DNA virus 1 isolate Obera, complete genome.
NC_040347	2123	Bark beetle-associated genomovirus 1 isolate BbaGV-1_US-AB02_739-2014	Bark beetle-associated genomovirus 1 isolate BbaGV-1_US-AB02_739-2014, complete genome.
NC_040341	6357	Lepus americanus faeces associated microvirus SHP1 6472	Lepus americanus faeces associated microvirus SHP1 6472, complete genome.
NC_040370	2205	Bark beetle-associated genomovirus 5 isolate BbaGV-5_US-AB01_6-2014	Bark beetle-associated genomovirus 5 isolate BbaGV-5_US-AB01_6-2014, complete genome.
NC_040720	2394	Ashy storm petrel gyrovirus isolate a12a1_528	Ashy storm petrel gyrovirus isolate a12a1_528, complete genome.
NC_040551	4993	Panax notoginseng virus B isolate YNSL1212	Panax notoginseng virus B isolate YNSL1212, complete genome.
NC_040381	2046	Feline stool-associated circular virus KU14 DNA	Feline stool-associated circular virus KU14 DNA, complete genome.
NC_040653	5281	Fusarium asiaticum victorivirus 1 isolate F16176	Fusarium asiaticum victorivirus 1 isolate F16176, complete genome.
NC_040841	7107	Pinus nigra virus 1 isolate B2	Pinus nigra virus 1 isolate B2, complete genome.
NC_040838	2458	Arctopus echinatus-associated virus isolate 2-76-E	Arctopus echinatus-associated virus isolate 2-76-E, complete genome.
NC_040839	2197	Holcus lanatus-associated virus isolate NZG22_52	Holcus lanatus-associated virus isolate NZG22_52, complete genome.
NC_040721	2293	Lolium perenne-associated virus isolate 2-28-G	Lolium perenne-associated virus isolate 2-28-G, complete genome.
NC_040651	2070	Panicum ecklonii-associated virus isolate 2-82-I	Panicum ecklonii-associated virus isolate 2-82-I, complete genome.
NC_040581	2296	Stipagrostis associaed virus isolate 2-55-B	Stipagrostis associaed virus isolate 2-55-B, complete genome.
NC_040842	5839	Potexvirus sp.	Potexvirus sp., complete genome.
NC_040339	2125	Euphorbia heterophylla associated gemycircularvirus isolate Br1	Euphorbia heterophylla associated gemycircularvirus isolate Br1, complete genome.
NC_040325	1769	Arboreal ant associated circular virus 1 isolate KY_I1338b_D1_CN	Arboreal ant associated circular virus 1 isolate KY_I1338b_D1_CN, complete sequence.
NC_040367	1991	Cybaeus spider associated circular virus 1 isolate BC_I1644C_F12	Cybaeus spider associated circular virus 1 isolate BC_I1644C_F12, complete sequence.
NC_040644	6278	Turtle grass virus X isolate TB 2016	Turtle grass virus X isolate TB 2016, complete genome.
NC_040332	2199	False black widow spider associated circular virus 1 isolate BC_I1659B_H2	False black widow spider associated circular virus 1 isolate BC_I1659B_H2, complete sequence.
NC_040366	3226	Fire ant associated circular virus 1 isolate FL_I0178_C2	Fire ant associated circular virus 1 isolate FL_I0178_C2, complete sequence.
NC_040336	2546	Fly associated circular virus 4 isolate DR_I1035_D2	Fly associated circular virus 4 isolate DR_I1035_D2, complete sequence.
NC_040369	1997	Fly associated circular virus 5 isolate Nevis_I1022-I72_B8	Fly associated circular virus 5 isolate Nevis_I1022-I72_B8, complete sequence.
NC_040335	2103	Fly associated circular virus 6 isolate GP_I1020-I75_F12	Fly associated circular virus 6 isolate GP_I1020-I75_F12, complete sequence.
NC_040321	2010	Fly associated circular virus 7 isolate Barts_I1021_F10	Fly associated circular virus 7 isolate Barts_I1021_F10, complete sequence.
NC_040346	2093	Giant house spider associated circular virus 1 isolate BC_I1657E_H2	Giant house spider associated circular virus 1 isolate BC_I1657E_H2, complete sequence.
NC_040319	2040	Giant house spider associated circular virus 2 isolate BC_I1657E_H4	Giant house spider associated circular virus 2 isolate BC_I1657E_H4, complete sequence.
NC_040318	2290	Giant house spider associated circular virus 3 isolate BC_I1661E_F3	Giant house spider associated circular virus 3 isolate BC_I1661E_F3, complete sequence.
NC_040333	2494	Giant house spider associated circular virus 4 isolate BC_I1657I_C7	Giant house spider associated circular virus 4 isolate BC_I1657I_C7, complete sequence.
NC_040337	2054	Golden silk orbweaver associated circular virus 1 isolate PR_I0960_F8	Golden silk orbweaver associated circular virus 1 isolate PR_I0960_F8, complete sequence.
NC_040323	1905	Longjawed orbweaver circular virus 1 isolate BC_I1601_F12	Longjawed orbweaver circular virus 1 isolate BC_I1601_F12, complete sequence.
NC_040345	2321	Longjawed orbweaver circular virus 2 isolate PR_I0996-I60_A11	Longjawed orbweaver circular virus 2 isolate PR_I0996-I60_A11, complete sequence.
NC_040320	1987	Millipede associated circular virus 1 isolate NH_I1393-I66_F11	Millipede associated circular virus 1 isolate NH_I1393-I66_F11, complete sequence.
NC_040344	2125	Pimoid spider associated circular virus 2 isolate BC_I1648A_D1	Pimoid spider associated circular virus 2 isolate BC_I1648A_D1, complete sequence.
NC_040338	2232	Sierra dome spider associated circular virus 1 isolate BC_I1655A_H11	Sierra dome spider associated circular virus 1 isolate BC_I1655A_H11, complete sequence.
NC_040334	1860	Sierra dome spider associated circular virus 2 isolate BC_I1655D_A3	Sierra dome spider associated circular virus 2 isolate BC_I1655D_A3, complete sequence.
NC_040324	1937	Soft spider associated circular virus 1 isolate BC_I1647E_H3	Soft spider associated circular virus 1 isolate BC_I1647E_H3, complete sequence.
NC_040364	1889	Spider associated circular virus 3 isolate BC_I1653_G3	Spider associated circular virus 3 isolate BC_I1653_G3, complete sequence.
NC_040368	1995	Spinybacked orbweaver circular virus 1 isolate FL_I0831_I69-H8	Spinybacked orbweaver circular virus 1 isolate FL_I0831_I69-H8, complete sequence.
NC_040365	2127	Tentweb spider associated circular virus 1 isolate BC_I1608_E1	Tentweb spider associated circular virus 1 isolate BC_I1608_E1, complete sequence.
NC_040326	2174	Tubeweb spider associated circular virus 1 isolate BC I1652A_F12	Tubeweb spider associated circular virus 1 isolate BC I1652A_F12, complete sequence.
NC_040322	2244	Water beetle associated circular virus 1 isolate PR_I0910_A11	Water beetle associated circular virus 1 isolate PR_I0910_A11, complete sequence.
NC_040343	2176	Woodlouse hunter spider associated circular virus 1 isolate BC_I1646E_E10	Woodlouse hunter spider associated circular virus 1 isolate BC_I1646E_E10, complete sequence.
NC_040679	2077	Paguma larvata circovirus Pl-CV3 DNA	Paguma larvata circovirus Pl-CV3 DNA, complete genome.
NC_040709	7876	Macaca mulatta papillomavirus 2 isolate PM069S3c168082	Macaca mulatta papillomavirus 2 isolate PM069S3c168082, complete genome.
NC_040569	7424	Macaca mulatta papillomavirus 4 isolate PM084S3c176982	Macaca mulatta papillomavirus 4 isolate PM084S3c176982, complete genome.
NC_040583	7126	Boa constrictor papillomavirus 1 isolate CH_2018_UZH	Boa constrictor papillomavirus 1 isolate CH_2018_UZH, complete genome.
NC_040573	5422	Myocastor coypus polyomavirus 1	Myocastor coypus polyomavirus 1, complete genome.
NC_040713	1134	Elderberry aureusvirus 1 isolate B17 coat protein (CP) gene	Elderberry aureusvirus 1 isolate B17 coat protein (CP) gene, complete cds.
NC_040647	5415	Culex Bastrovirus-like virus strain CAVL/Fresno	Culex Bastrovirus-like virus strain CAVL/Fresno, complete genome.
NC_040717	2066	Culex Tetra-like virus strain CTetVL/Riverside	Culex Tetra-like virus strain CTetVL/Riverside, complete genome.
NC_040576	2104	Culex circovirus-like virus strain CCirVL/Butte	Culex circovirus-like virus strain CCirVL/Butte, complete genome.
NC_040833	2224	Culex circovirus-like virus strain CCirVL/Fresno	Culex circovirus-like virus strain CCirVL/Fresno, complete genome.
NC_040575	2645	Culex-associated Tombus-like virus strain CaTomVL/Santa Cruz	Culex-associated Tombus-like virus strain CaTomVL/Santa Cruz, complete genome.
NC_040846	2887	Ustilaginoidea virens nonsegmented virus 2 isolate GZ-2 fusion protein	Ustilaginoidea virens nonsegmented virus 2 isolate GZ-2 fusion protein, hypothetical protein, and RNA-dependent RNA polymerase genes, complete cds.
NC_040725	4554	Yongsan tombus-like virus 1 strain A16.1368/ROK/2016 hypothetical protein 1	Yongsan tombus-like virus 1 strain A16.1368/ROK/2016 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds.
NC_040845	1706	Avian HDV-like agent	Avian HDV-like agent, complete genome.
NC_040843	4442	Mouse kidney parvovirus strain Centenary Institute	Mouse kidney parvovirus strain Centenary Institute, complete genome.
NC_040829	2747	Blechmonas luni narnavirus 1 strain OSU2 RNA-dependent RNA polymerase gene	Blechmonas luni narnavirus 1 strain OSU2 RNA-dependent RNA polymerase gene, complete cds.
NC_040844	3554	Rhizophagus diaphanum mitovirus 1 RNA-dependent RNA polymerase gene	Rhizophagus diaphanum mitovirus 1 RNA-dependent RNA polymerase gene, complete cds.
NC_040641	2748	Blechomonas wendygibsoni narnavirus 1 strain OSU9 RNA-dependent RNA polymerase gene	Blechomonas wendygibsoni narnavirus 1 strain OSU9 RNA-dependent RNA polymerase gene, complete cds.
NC_040726	4382	Rhizophagus diaphanum mitovirus 2 RNA-dependent RNA polymerase gene	Rhizophagus diaphanum mitovirus 2 RNA-dependent RNA polymerase gene, complete cds.
NC_040571	2945	Blechomonas maslovi narnavirus 1 strain OSU7 RNA-dependent RNA polymerase gene	Blechomonas maslovi narnavirus 1 strain OSU7 RNA-dependent RNA polymerase gene, complete cds.
NC_040585	3601	Rhizophagus irregularis mitovirus 1 RNA-dependent RNA polymerase gene	Rhizophagus irregularis mitovirus 1 RNA-dependent RNA polymerase gene, complete cds.
NC_040729	1711	Snake deltavirus F18-5	Snake deltavirus F18-5, complete genome.
NC_040837	6060	Grapevine associated tymo-like virus	Grapevine associated tymo-like virus, complete genome.
NC_040728	7292	Macaca mulatta papillomavirus 7	Macaca mulatta papillomavirus 7, complete genome.
NC_040655	7408	Macaca mulatta papillomavirus 5	Macaca mulatta papillomavirus 5, complete genome.
NC_040727	7935	Macaca mulatta papillomavirus 6	Macaca mulatta papillomavirus 6, complete genome.
NC_040690	3406	Salvia hispanica RNA virus 1 isolate Chia-AV1	Salvia hispanica RNA virus 1 isolate Chia-AV1, complete genome.
NC_040563	2812	Rhizoctonia mitovirus 1 clone Rs328 RNA-dependent RNA polymerase gene	Rhizoctonia mitovirus 1 clone Rs328 RNA-dependent RNA polymerase gene, complete cds.
NC_040700	7967	Cragig virus 1 replicative protein and structural protein genes	Cragig virus 1 replicative protein and structural protein genes, complete cds.
NC_040814	7106	Elicom virus 1 replicative protein and structural protein genes	Elicom virus 1 replicative protein and structural protein genes, complete cds.
NC_040557	7679	Halhan virus 2 replicative protein	Halhan virus 2 replicative protein, protein 2, protein 3, and protein 4 genes, complete cds.
NC_040629	6208	Mizyes virus 1 polyprotein gene	Mizyes virus 1 polyprotein gene, complete cds.
NC_040707	2480	Ecklonia radiata-associated virus 1 Rep-B gene	Ecklonia radiata-associated virus 1 Rep-B gene, complete cds.
NC_040823	1886	Ecklonia radiata-associated virus 3 Rep-C gene	Ecklonia radiata-associated virus 3 Rep-C gene, complete cds.
NC_040824	2046	Ecklonia radiata-associated virus 5 Rep-A and capsid-like protein genes	Ecklonia radiata-associated virus 5 Rep-A and capsid-like protein genes, complete cds.
NC_040567	2803	Ecklonia radiata-associated virus 7 capsid-like protein and Rep-B genes	Ecklonia radiata-associated virus 7 capsid-like protein and Rep-B genes, complete cds.
NC_040637	2997	Ecklonia radiata-associated virus 8 Rep-B gene	Ecklonia radiata-associated virus 8 Rep-B gene, complete cds.
NC_040492	1757	Kaisodi virus	Kaisodi virus, segment S
NC_040493	3232	Kaisodi virus	Kaisodi virus, segment M
NC_040494	6475	Kaisodi virus	Kaisodi virus, segment L
NC_040469	3378	Apple necrotic mosaic virus	Apple necrotic mosaic virus, segment RNA 1
NC_040470	1956	Apple necrotic mosaic virus	Apple necrotic mosaic virus, segment RNA 3
NC_040471	2767	Apple necrotic mosaic virus	Apple necrotic mosaic virus, segment RNA 2
NC_040764	2914	Leptomonas seymouri Narna-like virus 1	Leptomonas seymouri Narna-like virus 1, segment L
NC_040765	1455	Leptomonas seymouri Narna-like virus 1	Leptomonas seymouri Narna-like virus 1, segment S
NC_040752	2576	Picobirnavirus sp.	Picobirnavirus sp., segment 1
NC_040753	1721	Picobirnavirus sp.	Picobirnavirus sp., segment 2
NC_040438	2532	Chicken picobirnavirus	Chicken picobirnavirus, segment RNA 1
NC_040439	1700	Chicken picobirnavirus	Chicken picobirnavirus, segment RNA 2
NC_040389	2810	Sambucus virus S	Sambucus virus S, segment RNA 2
NC_040390	3241	Sambucus virus S	Sambucus virus S, segment RNA 1
NC_040391	2244	Sambucus virus S	Sambucus virus S, segment RNA 3
NC_040762	3400	Apore mammarenavirus	Apore mammarenavirus, segment S
NC_040427	2088	Wenling frogfish arenavirus 1	Wenling frogfish arenavirus 1, segment S
NC_040763	7217	Apore mammarenavirus	Apore mammarenavirus, segment L
NC_040426	3260	Wenling frogfish arenavirus 1	Wenling frogfish arenavirus 1, segment M
NC_040464	2016	Wenling frogfish arenavirus 2	Wenling frogfish arenavirus 2, segment S
NC_040428	6537	Wenling frogfish arenavirus 1	Wenling frogfish arenavirus 1, segment L
NC_040465	6425	Wenling frogfish arenavirus 2	Wenling frogfish arenavirus 2, segment L
NC_040466	2551	Wenling frogfish arenavirus 2	Wenling frogfish arenavirus 2, segment M
NC_040402	2287	Tea plant necrotic ring blotch virus	Tea plant necrotic ring blotch virus, segment RNA 4
NC_040754	6868	Athtab bunya-like virus	Athtab bunya-like virus, segment L
NC_040755	3537	Athtab bunya-like virus	Athtab bunya-like virus, segment M
NC_040403	2705	Tea plant necrotic ring blotch virus	Tea plant necrotic ring blotch virus, segment RNA 3
NC_040760	6597	Wheat stripe mosaic virus	Wheat stripe mosaic virus, segment RNA 1
NC_040761	4892	Wheat stripe mosaic virus	Wheat stripe mosaic virus, segment RNA 2
NC_040401	5952	Tea plant necrotic ring blotch virus	Tea plant necrotic ring blotch virus, segment RNA 1
NC_040404	4140	Tea plant necrotic ring blotch virus	Tea plant necrotic ring blotch virus, segment RNA 2
NC_040436	2381	Tea plant line pattern virus	Tea plant line pattern virus, segment RNA 2
NC_040435	3403	Tea plant line pattern virus	Tea plant line pattern virus, segment RNA 1
